physical_file,raw_hdf5_path,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,target_mass_kg,bound_mass_kg,captured_mass_kg,f_bnd_parent,f_capt_parent,particle_count,bound_particle_count,captured_particle_count,mars_mass_kg,mars_hill_radius_m,method,unresolved_handling,notes
Ma_xp_A2000_n65_r13_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,,90000,0.004,9.996273753160096e+19,5.15456949657945e+19,4.238495391150968e+19,0.5156490932383628,0.424007534788757,3227695,1664358,1368567,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r14_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r14_v00_90000.hdf5,A2000,n65,r14,v00,,90000,0.004,9.996273753160096e+19,5.124032763955655e+19,4.363819876176777e+19,0.512594281677791,0.43654465493176936,3227695,1654498,1409033,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r14_v02_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r14_v02_90000.hdf5,A2000,n65,r14,v02,,90000,0.004,9.996273753160096e+19,4.514474983528145e+19,4.1035143612650185e+19,0.45161578154069615,0.4105044001989026,3227695,1457678,1324983,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r14_v04_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r14_v04_90000.hdf5,A2000,n65,r14,v04,,90000,0.004,9.996273753160096e+19,3.793507681531085e+19,3.539352871587973e+19,0.3794921763053811,0.3540672213452624,3227695,1224885,1142821,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r14_v06_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r14_v06_90000.hdf5,A2000,n65,r14,v06,,90000,0.004,9.996273753160096e+19,2.7271563066193998e+19,2.488526916619806e+19,0.2728172891180847,0.24894545488343736,3227695,880571,803520,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r14_v08_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r14_v08_90000.hdf5,A2000,n65,r14,v08,,90000,0.004,9.996273753160096e+19,1.5079261555912501e+19,1.2563171057106924e+19,0.15084882555507778,0.12567854149787924,3227695,486894,405652,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r14_v10_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r14_v10_90000.hdf5,A2000,n65,r14,v10,,90000,0.004,9.996273753160096e+19,2.331817112282682e+18,1.292701034195919e+17,0.023326863287887956,0.0012931829060676343,3227695,75292,4174,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r15_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r15_v00_90000.hdf5,A2000,n65,r15,v00,,90000,0.004,9.996273753160096e+19,4.406766414847584e+19,4.278366577337452e+19,0.4408409096894214,0.42799613966003514,3227695,1422900,1381441,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r16_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,,90000,0.004,9.996273753160096e+19,4.458920428781124e+19,4.036163212748826e+19,0.44605825519449555,0.40376677474172656,3227695,1439740,1303236,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r16_v02_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r16_v02_90000.hdf5,A2000,n65,r16,v02,,90000,0.004,9.996273753160096e+19,4.064662098509897e+19,3.696081258115331e+19,0.40661772565251586,0.36974590226152004,3227695,1312438,1193427,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r16_v04_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r16_v04_90000.hdf5,A2000,n65,r16,v04,,90000,0.004,9.996273753160096e+19,3.33960981169227e+19,2.9831662385545654e+19,0.3340854696617855,0.29842782542960117,3227695,1078326,963234,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r16_v06_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,,90000,0.004,9.996273753160096e+19,2.3133866765986894e+19,1.958197401302023e+19,0.2314249022909526,0.19589273459852807,3227695,746969,632282,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r16_v08_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r16_v08_90000.hdf5,A2000,n65,r16,v08,,90000,0.004,9.996273753160096e+19,7.644898885652272e+18,6.253030896221678e+18,0.07647748625567112,0.06255361798435065,3227695,246846,201904,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r16_v10_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r16_v10_90000.hdf5,A2000,n65,r16,v10,,90000,0.004,9.996273753160096e+19,0.0,0.0,0.0,0.0,3227695,0,0,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r17_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r17_v00_90000.hdf5,A2000,n65,r17,v00,,90000,0.004,9.996273753160096e+19,3.878611015787601e+19,3.3581858078664606e+19,0.38800568207342917,0.33594376172469725,3227695,1252364,1084324,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r18_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v00_90000.hdf5,A2000,n65,r18,v00,,90000,0.004,9.996273753160096e+19,4.149167705647103e+19,2.4614588595070304e+19,0.4150714364275426,0.24623764017355926,3227695,1339724,794780,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r18_v02_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v02_90000.hdf5,A2000,n65,r18,v02,,90000,0.004,9.996273753160096e+19,3.437008361822667e+19,1.8874302268138172e+19,0.3438289553380963,0.18881337920714195,3227695,1109775,609432,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r18_v04_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v04_90000.hdf5,A2000,n65,r18,v04,,90000,0.004,9.996273753160096e+19,1.6945470921474976e+19,1.428149715869514e+19,0.16951787575963542,0.142868207807738,3227695,547152,461135,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
